GEOID,NAME,variable,estimate,moe,geometry
25025030500,"Census Tract 305, Suffolk County, Massachusetts",B05001_006,207,131,"list(list(c(-71.059795, -71.057141, -71.054995, -71.050895, -71.049095, -71.048844, -71.049575, -71.047025, -71.046637, -71.046389, -71.05109, -71.051084, -71.051632, -71.05177, -71.053459, -71.053204, -71.053047, -71.052878, -71.053548, -71.053965, -71.0534, -71.053786, -71.054434, -71.055779, -71.057369, -71.05807, -71.058525, -71.059795, 42.368767, 42.369982, 42.370697, 42.370697, 42.371197, 42.370904, 42.370189, 42.367812, 42.364603, 42.363935, 42.364175, 42.363995, 42.364145, 42.3642, 42.364778, 
42.365066, 42.365271, 42.365771, 42.366567, 42.366908, 42.367525, 42.367637, 42.367868, 42.368197, 42.367771, 42.367264, 42.366952, 42.368767)))"
25025100500,"Census Tract 1005, Suffolk County, Massachusetts",B05001_006,1162,333,"list(list(c(-71.078199, -71.078147, -71.076105, -71.074145, -71.073305, -71.071996, -71.071602, -71.070779, -71.067578, -71.065544, -71.06459, -71.062259, -71.062611, -71.062805, -71.063115, -71.063796, -71.064303, -71.066696, -71.071177, -71.071541, -71.07227, -71.076631, -71.077085, -71.077813, -71.078537, -71.078199, 42.290774, 42.292022, 42.291424, 42.29084, 42.290601, 42.290217, 42.290218, 42.290148, 42.291426, 42.292043, 42.292347, 42.29301, 42.291809, 42.291121, 42.289966, 42.287492, 42.285699, 
42.28513, 42.285348, 42.284497, 42.284631, 42.283775, 42.284425, 42.28799, 42.289335, 42.290774)))"
25025100800,"Census Tract 1008, Suffolk County, Massachusetts",B05001_006,541,358,"list(list(c(-71.068173, -71.068018, -71.067309, -71.067189, -71.066503, -71.06592, -71.065322, -71.064787, -71.064303, -71.063796, -71.060489, -71.058624, -71.055995, -71.055703, -71.055347, -71.054725, -71.054547, -71.054963, -71.055148, -71.055664, -71.055787, -71.056536, -71.057275, -71.058932, -71.058528, -71.054694, -71.053865, -71.053767, -71.053284, -71.055575, -71.053494, -71.053836, -71.062189, -71.064695, -71.065097, -71.067815, -71.06814, -71.068173, 42.271118, 42.272216, 42.275054, 42.275504, 
42.277904, 42.279928, 42.282054, 42.283999, 42.285699, 42.287492, 42.288294, 42.288442, 42.289093, 42.289158, 42.288242, 42.287446, 42.286615, 42.285575, 42.285068, 42.283605, 42.283205, 42.282583, 42.282449, 42.281991, 42.280061, 42.28034, 42.2782, 42.278029, 42.277502, 42.275052, 42.272458, 42.271699, 42.267159, 42.268607, 42.270659, 42.271396, 42.271, 42.271118)))"
25025101102,"Census Tract 1011.02, Suffolk County, Massachusetts",B05001_006,969,357,"list(list(c(-71.098332, -71.097928, -71.094976, -71.093576, -71.09349, -71.093182, -71.092968, -71.092109, -71.091807, -71.091569, -71.091382, -71.089298, -71.089108, -71.0889212066148, -71.087048, -71.086302, -71.085504, -71.086091, -71.086926, -71.092092, -71.093695, -71.093702, -71.093683, -71.096913, -71.098124, -71.098332, 42.279577, 42.281262, 42.278239, 42.277248, 42.278421, 42.279386, 42.280021, 42.282601, 42.283523, 42.284214, 42.284237, 42.283573, 42.283134, 42.2829917287275, 42.281565, 
42.281167, 42.280991, 42.280216, 42.279344, 42.274398, 42.272877, 42.273381, 42.274351, 42.276031, 42.277644, 42.279577)))"
25025130200,"Census Tract 1302, Suffolk County, Massachusetts",B05001_006,191,88,"list(list(c(-71.166999, -71.165318, -71.163971, -71.16129, -71.160158, -71.160629, -71.158683, -71.15726, -71.155656, -71.154309, -71.153486, -71.151439, -71.149376, -71.148085, -71.147432, -71.147059, -71.145495, -71.145124, -71.147322, -71.147746, -71.148686, -71.150071, -71.149627, -71.151752, -71.154983, -71.156374, -71.157204, -71.157482, -71.158894, -71.159808, -71.161148, -71.161901, -71.162478, -71.16605, -71.167734, -71.166999, 42.286322, 42.287479, 42.288311, 42.290217, 42.290896, 42.291585, 
42.291845, 42.29155, 42.292108, 42.292974, 42.293265, 42.292869, 42.293096, 42.290973, 42.290436, 42.29013, 42.288805, 42.288114, 42.287412, 42.286654, 42.287152, 42.28729, 42.286389, 42.285831, 42.284355, 42.283563, 42.2831, 42.282945, 42.282141, 42.28152, 42.280341, 42.279768, 42.280237, 42.283241, 42.28586, 42.286322)))"
25025130300,"Census Tract 1303, Suffolk County, Massachusetts",B05001_006,154,115,"list(list(c(-71.161148, -71.159808, -71.158894, -71.157482, -71.157204, -71.156374, -71.154983, -71.151752, -71.149627, -71.150071, -71.148686, -71.147746, -71.147752, -71.147775, -71.147662, -71.147025, -71.145519, -71.143956, -71.142485, -71.145231, -71.145705, -71.143664, -71.147289, -71.149893, -71.150778, -71.1515, -71.152356, -71.153504, -71.154057, -71.156772, -71.159434, -71.161006, -71.161148, 42.280341, 42.28152, 42.282141, 42.282945, 42.2831, 42.283563, 42.284355, 42.285831, 42.286389, 
42.28729, 42.287152, 42.286654, 42.286563, 42.285995, 42.285043, 42.283278, 42.281804, 42.280502, 42.27757, 42.276332, 42.27505, 42.272847, 42.269994, 42.272228, 42.273551, 42.274237, 42.274782, 42.275976, 42.276196, 42.277048, 42.278834, 42.280057, 42.280341)))"
25025130404,"Census Tract 1304.04, Suffolk County, Massachusetts",B05001_006,297,169,"list(list(c(-71.163536, -71.16271, -71.161852, -71.162, -71.160775, -71.160225, -71.159775, -71.159434, -71.156772, -71.154057, -71.153504, -71.152356, -71.1515, -71.150778, -71.149893, -71.147289, -71.150086, -71.151124, -71.155786, -71.157052, -71.157521, -71.161574, -71.163393, -71.163536, 42.262238, 42.267748, 42.268879, 42.269239, 42.273128, 42.274799, 42.27845, 42.278834, 42.277048, 42.276196, 42.275976, 42.274782, 42.274237, 42.273551, 42.272228, 42.269994, 42.267577, 42.266666, 42.262454, 
42.261202, 42.26074, 42.257546, 42.259023, 42.262238)))"
25025140300,"Census Tract 1403, Suffolk County, Massachusetts",B05001_006,364,220,"list(list(c(-71.130115, -71.128219, -71.127157, -71.126018, -71.125592, -71.125307, -71.124708, -71.123565, -71.12331, -71.122036, -71.118957, -71.11788, -71.117999, -71.11827, -71.116427, -71.110995, -71.111622, -71.110828, -71.10842, -71.107743, -71.106903, -71.108405, -71.11146, -71.11326, -71.114246, -71.115465, -71.1184, -71.118894, -71.12063, -71.122884, -71.125505, -71.128433, -71.128992, -71.128967, -71.130115, 42.251171, 42.252341, 42.253834, 42.254666, 42.255613, 42.255653, 42.257227, 42.262206, 
42.263508, 42.262921, 42.261923, 42.264024, 42.26458, 42.266595, 42.267112, 42.269039, 42.267359, 42.266065, 42.262591, 42.262975, 42.261928, 42.261116, 42.260769, 42.258926, 42.258162, 42.256873, 42.253924, 42.253161, 42.252113, 42.251849, 42.247954, 42.249173, 42.247992, 42.249643, 42.251171)))"
25025160300,"Census Tract 1603, Suffolk County, Massachusetts",B05001_006,323,192,"list(list(c(-71.050695, -71.050002, -71.046529, -71.044477, -71.044213, -71.042734, -71.042715, -71.041906, -71.039229, -71.038969, -71.039818, -71.03873, -71.037482, -71.035188, -71.034563, -71.031295, -71.031995, -71.033234, -71.034975, -71.039262, -71.043264, -71.044298, -71.047284, -71.048186, -71.055295, -71.050695, 42.391996, 42.393471, 42.392028, 42.392435, 42.390863, 42.389433, 42.389413, 42.388436, 42.389906, 42.389453, 42.388268, 42.387893, 42.387831, 42.386822, 42.386723, 42.386234, 42.384597, 
42.38491, 42.385876, 42.386831, 42.383594, 42.383209, 42.385284, 42.385686, 42.387097, 42.391996)))"
25025160400,"Census Tract 1604, Suffolk County, Massachusetts",B05001_006,1259,365,"list(list(c(-71.051945, -71.048145, -71.047061, -71.046161, -71.046148, -71.044821, -71.040887, -71.039892, -71.039306, -71.036232, -71.036831, -71.03781, -71.038062, -71.035584, -71.036525, -71.035381, -71.032955, -71.030379, -71.032154, -71.032723, -71.034103, -71.035969, -71.037592, -71.039229, -71.041906, -71.042715, -71.042734, -71.044213, -71.044477, -71.046529, -71.050002, -71.053095, -71.051945, 42.397619, 42.396634, 42.397401, 42.398035, 42.398044, 42.398979, 42.401749, 42.402243, 42.402855, 
42.402455, 42.401272, 42.400671, 42.399906, 42.397466, 42.39692, 42.395917, 42.395408, 42.394883, 42.393878, 42.393547, 42.392763, 42.391723, 42.390798, 42.389906, 42.388436, 42.389413, 42.389433, 42.390863, 42.392435, 42.392028, 42.393471, 42.39519, 42.397619)))"
25025160601,"Census Tract 1606.01, Suffolk County, Massachusetts",B05001_006,1770,1071,"list(list(c(-71.036244, -71.034471, -71.029449, -71.02874, -71.026468, -71.023928, -71.021634, -71.0207, -71.018126, -71.019735, -71.020457, -71.023089, -71.024158, -71.026753, -71.028433, -71.029168, -71.029941, -71.030996, -71.031572, -71.032188, -71.035357, -71.036232, -71.036244, 42.40274, 42.403441, 42.404105, 42.404333, 42.406124, 42.405361, 42.405194, 42.403498, 42.403378, 42.401968, 42.402434, 42.400129, 42.399322, 42.397834, 42.399468, 42.399058, 42.399695, 42.400217, 42.399885, 42.399399, 
42.402119, 42.402455, 42.40274)))"
25025170200,"Census Tract 1702, Suffolk County, Massachusetts",B05001_006,747,301,"list(list(c(-71.031086, -71.029319, -71.020134, -71.018975, -71.018658, -71.014669, -71.012326, -71.011194, -71.009343, -71.008379, -71.008505, -71.009869, -71.011234, -71.014408, -71.017656, -71.018278, -71.021719, -71.022741, -71.027544, -71.030588, -71.030941, -71.031729, -71.031086, 42.418782, 42.421877, 42.419109, 42.418606, 42.419093, 42.417963, 42.417305, 42.418385, 42.41722, 42.416113, 42.415936, 42.413936, 42.411781, 42.412631, 42.413537, 42.413709, 42.414653, 42.414945, 42.416257, 42.417079, 
42.417177, 42.417392, 42.418782)))"
25025040801,"Census Tract 408.01, Suffolk County, Massachusetts",B05001_006,429,188,"list(list(c(-71.061596, -71.060818, -71.058504, -71.055524, -71.055295, -71.048186, -71.047284, -71.044298, -71.044652, -71.044982, -71.045195, -71.046113, -71.046995, -71.049095, -71.050895, -71.054995, -71.056107, -71.05766, -71.058443, -71.058666, -71.058251, -71.057936, -71.058353, -71.0578, -71.057294, -71.055835, -71.055231, -71.052941, -71.054154, -71.055912, -71.056286, -71.056459, -71.058742, -71.059078, -71.05989, -71.058956, -71.06139, -71.061596, 42.380789, 42.38187, 42.3845, 42.387119, 
42.387097, 42.385686, 42.385284, 42.383209, 42.380777, 42.378543, 42.377097, 42.374798, 42.372597, 42.371197, 42.370697, 42.370697, 42.371508, 42.372228, 42.372116, 42.372383, 42.372589, 42.373169, 42.373706, 42.374197, 42.374598, 42.375634, 42.376225, 42.378428, 42.379039, 42.379115, 42.37741, 42.376924, 42.377667, 42.377795, 42.378061, 42.379668, 42.380696, 42.380789)))"
25025050500,"Census Tract 505, Suffolk County, Massachusetts",B05001_006,668,257,"list(list(c(-71.036989, -71.033923, -71.034742, -71.034449, -71.033536, -71.032102, -71.031496, -71.029896, -71.029938, -71.029288, -71.027511, -71.027058, -71.027027, -71.027128, -71.027493, -71.02763, -71.028088, -71.028783, -71.030005, -71.031204, -71.031658, -71.0326, -71.033387, -71.034754, -71.036989, 42.369287, 42.371932, 42.372461, 42.372711, 42.372623, 42.373495, 42.373904, 42.373758, 42.373266, 42.372504, 42.370982, 42.370325, 42.370104, 42.3699, 42.369626, 42.369568, 42.36912, 42.36941, 
42.369417, 42.370181, 42.369868, 42.368673, 42.367734, 42.36831, 42.369287)))"
25025080900,"Census Tract 809, Suffolk County, Massachusetts",B05001_006,515,216,"list(list(c(-71.105256, -71.104859, -71.10491, -71.102427, -71.100306, -71.100101, -71.09979, -71.100372, -71.100477, -71.101321, -71.100615, -71.099319, -71.097185, -71.097603, -71.098495, -71.098941, -71.100861, -71.102293, -71.103081, -71.105169, -71.105605, -71.105256, 42.333109, 42.334041, 42.33419, 42.335149, 42.335941, 42.335846, 42.335401, 42.334488, 42.334328, 42.33296, 42.332697, 42.332276, 42.331782, 42.330772, 42.330067, 42.329133, 42.330002, 42.330354, 42.330528, 42.331012, 42.332406, 
42.333109)))"
25025081900,"Census Tract 819, Suffolk County, Massachusetts",B05001_006,438,230,"list(list(c(-71.094395, -71.094088, -71.093821, -71.093559, -71.092964, -71.091619, -71.091294, -71.090238, -71.089121, -71.086225, -71.086017, -71.081917, -71.082367, -71.08285, -71.085174, -71.086508, -71.086903, -71.088331, -71.089399, -71.08993, -71.09051, -71.091097, -71.092172, -71.092982, -71.093603, -71.095145, -71.094395, 42.313876, 42.314142, 42.314541, 42.315515, 42.316751, 42.316997, 42.317605, 42.319213, 42.318927, 42.318237, 42.319164, 42.318021, 42.317233, 42.316362, 42.316768, 42.317053, 
42.316392, 42.31461, 42.313257, 42.312629, 42.311898, 42.311154, 42.309859, 42.310555, 42.31215, 42.313282, 42.313876)))"
25025082100,"Census Tract 821, Suffolk County, Massachusetts",B05001_006,1070,472,"list(list(c(-71.091097, -71.09051, -71.08993, -71.089399, -71.088319, -71.085862, -71.083919, -71.083251, -71.082668, -71.082804, -71.083078, -71.083254, -71.083898, -71.084299, -71.084923, -71.085011, -71.089079, -71.092172, -71.091097, 42.311154, 42.311898, 42.312629, 42.313257, 42.312895, 42.311689, 42.310576, 42.310604, 42.309535, 42.309331, 42.308772, 42.308469, 42.30759, 42.307015, 42.304428, 42.305169, 42.30753, 42.309859, 42.311154)))"
25025090300,"Census Tract 903, Suffolk County, Massachusetts",B05001_006,751,590,"list(list(c(-71.080312, -71.080088, -71.079168, -71.078823, -71.077728, -71.075668, -71.074649, -71.073171, -71.071623, -71.070217, -71.072334, -71.072564, -71.072822, -71.073346, -71.073912, -71.075233, -71.076076, -71.079585, -71.082012, -71.080312, 42.312418, 42.312691, 42.314048, 42.314608, 42.314062, 42.313226, 42.312841, 42.312222, 42.311881, 42.311334, 42.310213, 42.310067, 42.309471, 42.30847, 42.307681, 42.308273, 42.307568, 42.30988, 42.310256, 42.312418)))"
25025090600,"Census Tract 906, Suffolk County, Massachusetts",B05001_006,645,226,"list(list(c(-71.077627, -71.077146, -71.076664, -71.075811, -71.074641, -71.073922, -71.071638, -71.07266, -71.071479, -71.069136, -71.067507, -71.068061, -71.07011, -71.072204, -71.072411, -71.073712, -71.074056, -71.075522, -71.077115, -71.077746, -71.077627, 42.320907, 42.322196, 42.322889, 42.324146, 42.323238, 42.323759, 42.324647, 42.326023, 42.326687, 42.325051, 42.323297, 42.321281, 42.321564, 42.321359, 42.321305, 42.32084, 42.320756, 42.320573, 42.320448, 42.320431, 42.320907)))"
25025091300,"Census Tract 913, Suffolk County, Massachusetts",B05001_006,466,193,"list(list(c(-71.072204, -71.07011, -71.068061, -71.067507, -71.06594, -71.065383, -71.062131, -71.061481, -71.06211, -71.063572, -71.064643, -71.0652, -71.066837, -71.068747, -71.069698, -71.071276, -71.072204, 42.321359, 42.321564, 42.321281, 42.323297, 42.321499, 42.321234, 42.320557, 42.3205, 42.320189, 42.318618, 42.31737, 42.317071, 42.317816, 42.318594, 42.318947, 42.32016, 42.321359)))"
25025091600,"Census Tract 916, Suffolk County, Massachusetts",B05001_006,810,668,"list(list(c(-71.066494, -71.065836, -71.06503, -71.063907, -71.061387, -71.059234, -71.058419, -71.058397, -71.057388, -71.055973, -71.059429, -71.059796, -71.060149, -71.060576, -71.061157, -71.061504, -71.063123, -71.064554, -71.063863, -71.064578, -71.066079, -71.066494, 42.306709, 42.307314, 42.30808, 42.308347, 42.308742, 42.307605, 42.307579, 42.307678, 42.30548, 42.304517, 42.303127, 42.301538, 42.30215, 42.303145, 42.304559, 42.30537, 42.305002, 42.305394, 42.304216, 42.304017, 42.30642, 
42.306709)))"
25025092101,"Census Tract 921.01, Suffolk County, Massachusetts",B05001_006,1104,345,"list(list(c(-71.062259, -71.061968, -71.061818, -71.061669, -71.061371, -71.060653, -71.060163, -71.060015, -71.059796, -71.059429, -71.055973, -71.055432, -71.04946, -71.049268, -71.048182, -71.047622, -71.047753, -71.0474393475483, -71.047616, -71.043371, -71.0418149682466, -71.042363, -71.044087, -71.047616, -71.048187, -71.047171, -71.047456, -71.048307, -71.049958, -71.050633, -71.05088, -71.052431, -71.054651, -71.057296, -71.06036, -71.062611, -71.062259, 42.29301, 42.294075, 42.294582, 42.29507, 
42.296066, 42.298647, 42.300302, 42.300759, 42.301538, 42.303127, 42.304517, 42.304323, 42.300822, 42.301197, 42.303267, 42.304458, 42.303834, 42.3037469777322, 42.303378, 42.301191, 42.3011380737499, 42.300088, 42.300073, 42.298591, 42.298006, 42.294359, 42.293594, 42.293204, 42.293035, 42.292782, 42.293086, 42.294476, 42.293703, 42.293125, 42.292351, 42.291809, 42.29301)))"
25025092300,"Census Tract 923, Suffolk County, Massachusetts",B05001_006,517,188,"list(list(c(-71.078852, -71.076289, -71.074289, -71.072269, -71.072117, -71.071913, -71.071866, -71.071769, -71.071659, -71.071602, -71.071996, -71.073305, -71.074145, -71.076105, -71.078147, -71.078195, -71.078481, -71.078852, 42.296708, 42.297313, 42.296556, 42.296675, 42.295513, 42.293933, 42.293289, 42.292298, 42.290996, 42.290218, 42.290217, 42.290601, 42.29084, 42.291424, 42.292022, 42.292498, 42.294346, 42.296708)))"
25025000201,"Census Tract 2.01, Suffolk County, Massachusetts",B05001_006,355,153,"list(list(c(-71.167643, -71.165196, -71.164216, -71.162785, -71.162557, -71.161769, -71.160899, -71.154693, -71.153762, -71.154266, -71.156135, -71.156709, -71.158059, -71.158594, -71.160565, -71.160304, -71.160437, -71.162138, -71.163093, -71.163333, -71.165392, -71.167605, -71.167584, -71.167806, -71.167643, 42.353787, 42.353316, 42.355519, 42.354822, 42.355534, 42.35818, 42.358625, 42.358139, 42.357525, 42.356072, 42.355353, 42.354735, 42.354074, 42.353813, 42.352671, 42.352141, 42.348916, 42.348989, 
42.349041, 42.349115, 42.350272, 42.350604, 42.351212, 42.352837, 42.353787)))"
25025000503,"Census Tract 5.03, Suffolk County, Massachusetts",B05001_006,251,84,"list(list(c(-71.153365, -71.152741, -71.152587, -71.151382, -71.149972, -71.148633, -71.147007, -71.145923, -71.146311, -71.147571, -71.148847, -71.149839, -71.150658, -71.152262, -71.153192, -71.153365, 42.338185, 42.338646, 42.338896, 42.340423, 42.341466, 42.341814, 42.341782, 42.341897, 42.341419, 42.340611, 42.339358, 42.337665, 42.337495, 42.337185, 42.338037, 42.338185)))"
25025000701,"Census Tract 7.01, Suffolk County, Massachusetts",B05001_006,819,267,"list(list(c(-71.141522, -71.140366, -71.139731, -71.13758, -71.136379, -71.135724, -71.135238, -71.135042, -71.135757, -71.134674, -71.134254, -71.135155, -71.135456, -71.135985, -71.137824, -71.138246, -71.139804, -71.141698, -71.141522, 42.346291, 42.348686, 42.348977, 42.348649, 42.350393, 42.34904, 42.34849, 42.348165, 42.347968, 42.34685, 42.346577, 42.346023, 42.345795, 42.345366, 42.343876, 42.344126, 42.345093, 42.34602, 42.346291)))"
25025170601,"Census Tract 1706.01, Suffolk County, Massachusetts",B05001_006,1228,405,"list(list(c(-71.018126, -71.014545, -71.014192, -71.013674, -71.013549, -71.012109, -71.011635, -71.011234, -71.009869, -71.008505, -71.008379, -71.004744, -71.00439, -71.003215, -71.003685, -71.00206, -71.001836, -71.000706, -71.000172, -71.000208, -71.003476, -71.004279, -71.011272, -71.013395, -71.012434, -71.009377, -71.010892, -71.013007, -71.017826, -71.018126, 42.403378, 42.406491, 42.407046, 42.407936, 42.408154, 42.410406, 42.411161, 42.411781, 42.413936, 42.415936, 42.416113, 42.415956, 
42.416599, 42.416552, 42.414773, 42.41074, 42.409774, 42.409406, 42.409624, 42.409573, 42.405592, 42.404928, 42.396589, 42.397398, 42.398105, 42.40085, 42.401795, 42.402864, 42.402883, 42.403378)))"
25025180500,"Census Tract 1805, Suffolk County, Massachusetts",B05001_006,229,157,"list(list(c(-70.975377, -70.9740053452562, -70.9718194651598, -70.9712837210795, -70.97066, -70.972828, -70.9729669644569, -70.971609, -70.972424, -70.973182, -70.973787, -70.974817, -70.974944, -70.9725474871818, -70.971573, -70.970474068748, -70.9673378283052, -70.966627, -70.969214, -70.9687847373272, -70.968034, -70.9668748754428, -70.967048, -70.967257, -70.968935, -70.9700244514225, -70.972406, -70.97454, -70.975377, 42.362286, 42.3646975185054, 42.368540533905, 42.3694824303768, 42.370579, 
42.371928, 42.3718969736873, 42.372602, 42.374523, 42.375327, 42.376104, 42.378072, 42.380882, 42.3811464941589, 42.377381, 42.3752075779403, 42.3690048476509, 42.367599, 42.364254, 42.3618301210265, 42.357591, 42.3570563182718, 42.356954, 42.357069, 42.355925, 42.3552840314789, 42.35722, 42.35925, 42.362286)))"
25025070402,"Census Tract 704.02, Suffolk County, Massachusetts",B05001_006,466,117,"list(list(c(-71.069855, -71.068503, -71.068193, -71.065755, -71.064434, -71.063039, -71.060705, -71.060911, -71.061716, -71.062215, -71.062529, -71.064406, -71.06593, -71.067073, -71.068998, -71.069855, 42.345266, 42.347602, 42.347866, 42.347513, 42.347186, 42.34685, 42.346253, 42.345709, 42.343964, 42.342915, 42.343009, 42.343501, 42.343936, 42.344308, 42.344977, 42.345266)))"
25025980101,"Census Tract 9801.01, Suffolk County, Massachusetts",B05001_006,51,74,"list(list(c(-70.93091, -70.930248, -70.925969, -70.925473, -70.925308, -70.928055, -70.93076, -70.93091, 42.321605, 42.322292, 42.321909, 42.319212, 42.317223, 42.317223, 42.319027, 42.321605)), list(c(-70.932091, -70.931758, -70.93068, -70.929717, -70.928692, -70.926834, -70.923068, -70.922598, -70.923722, -70.924716, -70.925883, -70.92679, -70.92705, -70.927698, -70.929383, -70.930593, -70.931414, -70.93211, -70.931025, -70.930809, -70.931241, -70.932464, -70.932091, 42.332698, 42.333116, 42.333698, 
42.333973, 42.332324, 42.330376, 42.32699, 42.326144, 42.32536, 42.32488, 42.324944, 42.32536, 42.32635, 42.327341, 42.328171, 42.328107, 42.328267, 42.328915, 42.329673, 42.331015, 42.331909, 42.332228, 42.332698)), list(c(-70.94278, -70.940749, -70.937248, -70.934947, -70.936544, -70.939854, -70.942948, -70.94278, 42.327181, 42.328139, 42.3275, 42.326807, 42.324866, 42.324245, 42.325695, 42.327181)), list(c(-70.958094, -70.95434, -70.951492, -70.948515, -70.94968, -70.952399, -70.9542866009988, 
-70.95434, -70.957835, -70.958094, 42.31165, 42.31299, 42.313564, 42.311937, 42.311076, 42.31098, 42.3086528340082, 42.308587, 42.309831, 42.31165)), list(c(-70.968935, -70.967257, -70.967048, -70.9668748754428, -70.962365, -70.958599, -70.953292, -70.953022, -70.960047, -70.965276, -70.9700244514225, -70.968935, 42.355925, 42.357069, 42.356954, 42.3570563182718, 42.354976, 42.35551, 42.349698, 42.343973, 42.346506, 42.351424, 42.3552840314789, 42.355925)), list(c(-70.977402, -70.9769047642447, -70.9741558294847, 
-70.970392, -70.967545, -70.957268, -70.952805, -70.953693, -70.95913, -70.963531, -70.965732, -70.968968, -70.971169, -70.974273, -70.977219, -70.977402, 42.312294, 42.3125742537046, 42.3141236176471, 42.316245, 42.322895, 42.331661, 42.330627, 42.327921, 42.324572, 42.318542, 42.313469, 42.31299, 42.311171, 42.310198, 42.310249, 42.312294)), list(c(-70.989162, -70.984243, -70.983078, -70.983984, -70.985667, -70.988774, -70.988903, -70.991621, -70.989162, 42.328304, 42.3284, 42.327156, 42.321317, 
42.318733, 42.319212, 42.32371, 42.326294, 42.328304)), list(c(-71.016643, -71.01132, -71.006364, -71.000305, -70.999534, -71.000371, -71.003251, -71.006699, -71.011487, -71.014601, -71.017179, -71.016643, 42.313731, 42.316355, 42.320911, 42.321282, 42.31992, 42.319326, 42.319524, 42.316133, 42.309299, 42.309869, 42.311751, 42.313731)))"
25025081400,"Census Tract 814, Suffolk County, Massachusetts",B05001_006,207,114,"list(list(c(-71.099368, -71.098941, -71.098495, -71.097603, -71.097185, -71.095351, -71.0944, -71.093806, -71.090527, -71.088189, -71.091441, -71.091239, -71.087674, -71.086996, -71.08789, -71.088788, -71.090054, -71.090956, -71.091798, -71.092905, -71.093472, -71.095398, -71.096523, -71.098398, -71.098917, -71.099278, -71.100113, -71.099368, 42.327995, 42.329133, 42.330067, 42.330772, 42.331782, 42.331554, 42.331412, 42.331331, 42.331173, 42.330611, 42.330037, 42.329939, 42.327912, 42.327782, 42.32571, 
42.324218, 42.324688, 42.325022, 42.325981, 42.326878, 42.323288, 42.32325, 42.326202, 42.324934, 42.325025, 42.326361, 42.326418, 42.327995)))"
25025120201,"Census Tract 1202.01, Suffolk County, Massachusetts",B05001_006,339,130,"list(list(c(-71.115245, -71.110411, -71.110801, -71.110299, -71.109327, -71.107345, -71.104558, -71.10245, -71.10269, -71.102713, -71.103761, -71.104335, -71.10485, -71.105702, -71.106655, -71.1093, -71.113384, -71.114461, -71.11467, -71.114921, -71.115095, -71.115245, 42.306632, 42.307081, 42.306144, 42.306069, 42.307517, 42.310622, 42.309435, 42.308878, 42.305966, 42.305269, 42.303289, 42.302763, 42.30232, 42.301665, 42.30088, 42.30151, 42.301492, 42.301904, 42.305491, 42.305942, 42.306298, 42.306632
)))"
25025130402,"Census Tract 1304.02, Suffolk County, Massachusetts",B05001_006,559,245,"list(list(c(-71.175549, -71.171218, -71.167456, -71.163369, -71.161901, -71.161148, -71.161006, -71.159434, -71.159775, -71.160225, -71.160775, -71.162, -71.161852, -71.16271, -71.163536, -71.163393, -71.167393, -71.168604, -71.171322, -71.174441, -71.173342, -71.173583, -71.174847, -71.174418, -71.174565, -71.173223, -71.172382, -71.174941, -71.177016, -71.175549, 42.280318, 42.279784, 42.279302, 42.279176, 42.279768, 42.280341, 42.280057, 42.278834, 42.27845, 42.274799, 42.273128, 42.269239, 42.268879, 
42.267748, 42.262238, 42.259023, 42.262197, 42.26316, 42.265346, 42.267343, 42.270849, 42.271415, 42.273729, 42.275042, 42.275576, 42.275352, 42.276867, 42.278088, 42.280401, 42.280318)))"
25025050101,"Census Tract 501.01, Suffolk County, Massachusetts",B05001_006,1896,536,"list(list(c(-71.044652, -71.044298, -71.043264, -71.039262, -71.039306, -71.039315, -71.033395, -71.033423, -71.033194, -71.035341, -71.035764, -71.039211, -71.040029, -71.044982, -71.044652, 42.380777, 42.383209, 42.383594, 42.386831, 42.386624, 42.382606, 42.382611, 42.380522, 42.380103, 42.379305, 42.379936, 42.378634, 42.37865, 42.378543, 42.380777)))"
25025050901,"Census Tract 509.01, Suffolk County, Massachusetts",B05001_006,1938,620,"list(list(c(-71.039306, -71.039262, -71.034975, -71.033234, -71.031995, -71.027712, -71.022672, -71.022178, -71.022664, -71.021698, -71.022468, -71.022636, -71.021562, -71.022658, -71.025128, -71.027727, -71.029191, -71.02982, -71.030235, -71.032359, -71.034511, -71.035341, -71.033194, -71.033423, -71.033395, -71.039315, -71.039306, 42.386624, 42.386831, 42.385876, 42.38491, 42.384597, 42.384041, 42.386265, 42.384946, 42.383916, 42.383539, 42.382365, 42.381739, 42.380143, 42.379756, 42.379753, 42.377211, 
42.378128, 42.379051, 42.379663, 42.378856, 42.378069, 42.379305, 42.380103, 42.380522, 42.382611, 42.382606, 42.386624)))"
25025070700,"Census Tract 707, Suffolk County, Massachusetts",B05001_006,278,136,"list(list(c(-71.079389, -71.078378, -71.078086, -71.076028, -71.076201, -71.075163, -71.072, -71.072692, -71.073531, -71.075253, -71.074872, -71.074488, -71.075936, -71.077522, -71.078561, -71.080082, -71.079389, 42.344764, 42.34558, 42.345821, 42.347309, 42.347911, 42.348159, 42.349022, 42.347931, 42.347262, 42.345884, 42.345105, 42.344297, 42.343915, 42.343466, 42.343211, 42.344219, 42.344764)))"
